INDEX_NR,INCIDENT_DATE,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,LATITUDE,LONGITUDE,RUNWAY,STATE,FAAREGION,LOCATION,ENROUTE_STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED_OTHER,INDICATED_DAMAGE,DAMAGE_LEVEL,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,ING_ENG1,STR_ENG2,DAM_ENG2,ING_ENG2,STR_ENG3,DAM_ENG3,ING_ENG3,STR_ENG4,DAM_ENG4,ING_ENG4,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,BIRD_BAND_NUMBER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,NUM_SEEN,NUM_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENTS,REPORTED_NAME,REPORTED_TITLE,SOURCE,PERSON,LUPDATE,TRANSFER
608317,10/10/1990,10,1990,,Night,KMLI,QUAD CITY ARPT,41.44853,-90.50754,9,IL,AGL,,,AMF,AMERIFLIGHT,N426MA,,SA227 AC METRO III,915,07,19.0,4.0,A,2.0,C,2.0,4.0,4.0,,,Approach,5000.0,210.0,,No Cloud,None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,POSSIBLE DUCK STRUCK CAPT'S WINDSHLD NEAR LOWER INSIDE PANE.   IT APPEARED TO STRIKE WIPER BEFORE THE PANE. FWD VIZ OBSCURRED A  LITTLE.  NO VISIBLE DAMAGE WAS NOTED.,False,False,No,,1,Medium,,,/Legacy Record=100076/,REDACTED,REDACTED,FAA Form 5200-7,,12/21/1998,False
608319,9/5/1991,9,1991,,Day,KMIA,MIAMI INTL,25.79325,-80.29056,,FL,ASO,,,AAL,AMERICAN AIRLINES,,,B-727,148,94,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Climb,1700.0,200.0,,,,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,LARGE BIRD HIT COPILOTS WINDOW - NO DAMAGE.,False,False,No,,1,Medium,,,/Legacy Record=100078/,REDACTED,REDACTED,FAA Form 5200-7,,7/31/1998,False
608320,11/29/1992,11,1992,,Day,KCMH,JOHN GLENN COLUMBUS INTL ARPT,39.9969472,-82.8921611,28L,OH,AGL,,,1AWE,AMERICA WEST AIRLINES,N622AW,,A-320,04A,03,23.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Approach,200.0,120.0,,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,NO DAMAGE.,False,False,Yes,,2-10,Small,,,/Legacy Record=100079/,REDACTED,REDACTED,FAA Form 5200-7,,7/31/1998,False
608321,8/9/1990,8,1990,,Day,KGPZ,GRAND RAPIDS/ITASCA COUNTY ARPT-GORDON NEWSTROM FIELD,47.2111,-93.50984,34,MN,AGL,,,MES,MESABA AIRLINES,N436MA,,SA227 AC METRO III,915,07,19.0,4.0,A,2.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,80.0,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Aborted Take-off,,,NE1,Gulls,"DURING TAKEOFF, SAW 2 GULLS ON CENTERLINE AFTER PASSING CREST OF  RWY.  RECOG & LDG LIGHTS ON, RADAR OFF.  BIRDS STRUCK A/C ON  NOSE GEAR STRUT & LEFT PROP TIP.  ABORTED T/O TO INSPECT FOR  DAMAGE THAT COULD AFFECT THE SAFETY OF FLIGHT.",False,False,No,2-10,2-10,Medium,,,/Legacy Record=100080/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,2/10/1999,False
608322,8/28/1993,8,1993,,Day,KMWH,GRANT COUNTY ARPT,47.20771,-119.32019,32R,WA,ANM,,,JAL,JAPAN AIRLINES,JA8151,,B-747-1/200,148,14,34.0,13.0,A,5.0,D,4.0,1.0,1.0,1.0,1.0,Climb,500.0,160.0,,Some Cloud,None,,,,,,False,True,M?,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Precautionary Landing,,,UNKBM,Unknown bird - medium,EXTENT OF DAMAGE NOT REPTD.,False,False,No,1,1,Medium,,,/Legacy Record=100081/,REDACTED,REDACTED,FAA Form 5200-7,,4/21/1998,False
608324,7/7/1991,7,1991,,Day,PHLI,LIHUE ARPT,21.97598,-159.33896,,HI,AWP,,,HAL,HAWAIIAN AIR,,,DC-9-50,583,23,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Climb,100.0,120.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,ZX3,Sparrows,NO DAMAGE/INJURY,False,False,Yes,1,1,Small,,,/Legacy Record=100083/,REDACTED,REDACTED,FAA Form 5200-7,,3/1/2007,False
608325,7/8/1991,7,1991,,Day,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,39.04614,-84.66217,,KY,ASO,,,DAL,DELTA AIR LINES,,,B-737,148,95,34.0,10.0,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,130.0,0.0,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,"NO DAMAGE, HIT ON RWY.",False,False,No,1,1,Small,,,/Legacy Record=100084/,REDACTED,REDACTED,FAA Form 5200-7,,10/29/1997,False
608326,10/19/1990,10,1990,,,ZZZZ,UNKNOWN,,,,,,FOUND AT KBHM,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,,,,,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,"FOUND ON PREFLT INSPN. # BIRDS NOT REPTD, ASSUME 1.",False,False,Unknown,,1,Medium,,,/Legacy Record=100085/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,12/10/1998,False
608327,1/10/1991,1,1991,,Day,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,33.64044,-84.42694,8L,GA,ASO,,,EME,METRO EXPRESS,,,UNKNOWN,,,,,,,,,,,,,Approach,200.0,,,Overcast,Fog,,,,,,False,False,N,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,,None,,,YL001,European starling,NO DAMAGE/INJURIES.,False,False,No,11-100,2-10,Small,,,A/C = BA-14 /Legacy Record=100086/,REDACTED,REDACTED,FAA Form 5200-7,Airport Operations,12/12/1997,False
608328,10/23/1990,10,1990,,Day,KTUL,TULSA INTL,36.19837,-95.88824,,OK,ASW,,,AAL,AMERICAN AIRLINES,,,DC-10-10,583,24,22.0,7.0,A,4.0,D,3.0,1.0,6.0,1.0,,Climb,800.0,150.0,,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,J21,Ducks,"DUCKS? A/C HIT A FLOCK, ASSUME 2-10. NO DAMAGE.",False,False,No,2-10,2-10,Medium,,,DATE = POSTMARK /Legacy Record=100087/,REDACTED,REDACTED,FAA Form 5200-7,,12/14/1998,False
608329,11/8/1991,11,1991,,Day,KPIT,PITTSBURGH INTL ARPT,40.49147,-80.23287,28C,PA,AEA,,,USA,1US AIRWAYS,N274US,,B-737-200,148,13,34.0,10.0,A,4.0,D,2.0,1.0,1.0,,,Climb,3700.0,220.0,,Overcast,Snow,,,,,,False,True,M?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,Precautionary Landing,,,J22,Geese,"RT WING STRUCK, EXTENT OF DAMAGE NOT REPTD.",False,False,No,2-10,2-10,Large,,,SOURCE = TWO 5200-7 REPTS. /Legacy Record=100088/,REDACTED,REDACTED,FAA Form 5200-7,,7/14/1998,False
608330,5/20/1996,5,1996,,,KBUR,BOB HOPE ARPT,34.20062,-118.3585,8,CA,AWP,,,UAL,UNITED AIRLINES,,2137,B-737-500,148,33,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Approach,100.0,,,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,PART NOT REPTD,,,,UNKBM,Unknown bird - medium,CAPT NOTIFIED SAM & FLT DISPATCH. MX DID BIRD STRIKE CHECK. NO DMG.,False,False,Unknown,,1,Medium,,,/Legacy Record=100089/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608331,7/4/1993,7,1993,,Day,KDSM,DES MOINES INTL,41.53493,-93.66068,13L,IA,ACE,,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Climb,100.0,,,Overcast,None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,NO DAMAGE,False,False,No,2-10,2-10,Small,,,/Legacy Record=100090/,REDACTED,REDACTED,FAA Form 5200-7,Tower,4/3/1998,False
608334,8/20/1992,8,1992,,Dusk,KORD,CHICAGO O'HARE INTL ARPT,41.9796,-87.90446,22L,IL,AGL,,,UAL,UNITED AIRLINES,,,B-737-200,148,13,34.0,10.0,A,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,100.0,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Aborted Take-off,,,NE1,Gulls,FLT 938 ABTD T/O DUE TO NUMEROUS BIRD STRIKES.  RETD TO GATE.   TIME = 1713Z.,False,False,No,2-10,2-10,Medium,,,SOURCE = 5200-7 & INITIAL NOTIFICATION-PRELIM. INFO. /Legacy Record=100093/,REDACTED,REDACTED,Multiple,,7/31/1998,False
608336,12/5/1991,12,1991,,Night,KDCA,RONALD REAGAN WASHINGTON NATIONAL ARPT,38.85208,-77.03772,,DC,AEA,,,EGF,AMERICAN EAGLE AIRLINES,,,ATR-42,097,01,31.0,10.0,A,3.0,C,2.0,4.0,4.0,,,Approach,1800.0,180.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,"TIME = 1205. NO DAMAGE/INJURY. # BIRDS STRUCK NOT REPTD, ASSUME  1.",False,False,No,,1,Medium,,,OPERATOR = FLAGSHIP /Legacy Record=100095/,REDACTED,REDACTED,FAA Form 5200-7,,7/31/1998,False
608337,9/25/1992,9,1992,,Dusk,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,39.04614,-84.66217,18C,KY,ASO,,,AAL,AMERICAN AIRLINES,N1400H,,FOKKER F100,372,12,37.0,46.0,A,4.0,D,2.0,5.0,5.0,,,Approach,200.0,135.0,,No Cloud,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,NO DAMAGE TO RT WING. REQD INSPN & CLEANING.,False,False,No,11-100,2-10,Small,,,/Legacy Record=100096/,REDACTED,REDACTED,FAA Form 5200-7,,5/25/2005,False
608338,5/21/1995,5,1995,,,KONT,ONTARIO INTL ARPT,34.056,-117.60119,,CA,AWP,,,UAL,UNITED AIRLINES,,2327,B-737-500,148,33,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Approach,7100.0,,,,,,,,,,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,CAPT WINDSHIELD. NORMAL LANDING.,False,False,Unknown,,1,Medium,,,/Legacy Record=100097/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608339,3/3/1990,3,1990,,Day,KDTW,DETROIT METRO WAYNE COUNTY ARPT,42.21206,-83.34884,,MI,AGL,,,SWA,SOUTHWEST AIRLINES,,,B-737-200,148,13,34.0,10.0,A,4.0,D,2.0,1.0,1.0,,,Approach,5000.0,210.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Other,AVOIDANCE MANEUVER,,NE1,Gulls,EFFECT ON FLT - RAISED WING TO AVOID HITTING BIRD. NO DAMAGE,False,False,No,1,1,Medium,,,/Legacy Record=100098/,REDACTED,REDACTED,FAA Form 5200-7,,8/4/2004,False
608340,7/15/1993,7,1993,,Day,KPDX,PORTLAND INTL (OR),45.58872,-122.5975,10R,OR,ANM,,,MSS,MORRIS AIR SERVICE,,,B-737,148,95,,,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,TIME = 1234 PDT.  NO DAMAGE. FLT 364.,False,False,Unknown,,1,Medium,,,/Legacy Record=100099/,REDACTED,REDACTED,AC Incident Rept,Tower,4/14/1998,False
608341,5/25/1992,5,1992,,Day,KACY,ATLANTIC CITY INTL,39.45758,-74.57717,31,NJ,AEA,,,USA,1US AIRWAYS,N914TS,,B-727,148,94,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Climb,100.0,,,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,NE114,Laughing gull,,False,False,No,11-100,11-100,Small,,,SOURCE = 5200-7 & ARPT REPTS. /Legacy Record=100100/,REDACTED,REDACTED,Multiple,Airport Operations,11/19/1998,False
608342,9/14/1990,9,1990,,Night,KITH,ITHACA TOMPKINS REGIONAL ARPT,42.49103,-76.45844,,NY,AEA,,,BUS,BUSINESS,,,BE-1900,123,27,31.0,4.0,A,3.0,C,2.0,4.0,4.0,,,Landing Roll,0.0,,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,ZT1,Blackbirds,FLT 6537 HIT  FLOCK (ASSUME 2-10). NO DAMAGE REPTD BY PILOT.,False,False,No,,2-10,Small,,,OPER = PCA /Legacy Record=100101/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1/12/1999,False
608343,7/2/1995,7,1995,,Day,KABE,LEHIGH VALLEY INTL,40.65236,-75.4404,6,PA,AEA,,,UAL,UNITED AIRLINES,,,B-737,148,95,,,A,4.0,D,2.0,1.0,1.0,,,Approach,,,,Some Cloud,None,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,PART OF A/C STRUCK NOT CHECKED. HIT SPARROWS OR BLACKBIRDS.,False,False,No,1,1,Small,,,/Legacy Record=100102/,REDACTED,REDACTED,FAA Form 5200-7,Tower,6/15/1999,False
608345,10/27/1991,10,1991,,Day,KTMB,KENDALL-TAMIAMI EXECUTIVE ARPT,25.64789,-80.43278,,FL,ASO,,,UNK,UNKNOWN,,,BE-58 BARON,123,12,13.0,16.0,A,2.0,A,2.0,4.0,4.0,,,Landing Roll,0.0,,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,NO DAMAGE/INJURY.,False,False,Yes,,1,Medium,,,/Legacy Record=100104/,REDACTED,REDACTED,FAA Form 5200-7,Tower,7/23/1997,False
608346,9/24/1990,9,1990,,Day,KRDU,RALEIGH-DURHAM INTL,35.87764,-78.78747,,NC,ASO,,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,80.0,0.0,Some Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Aborted Take-off,,,UNKBS,Unknown bird - small,NO DAMAGE FOUND. HIT A FLOCK ASSUME 2-10.,False,False,No,2-10,2-10,Small,,,SOURCE = TWO 5200-7 REPTS /Legacy Record=100105/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,12/22/1998,False
608347,10/21/1996,10,1996,,,KSAN,SAN DIEGO INTL,32.73356,-117.18966,,CA,AWP,,,UAL,UNITED AIRLINES,,56,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Approach,,,,,,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,SHORT FINAL. STRIKE ON F/O SLIDING WINDOW. MX INSPECTED. NO DAMAGES.,False,False,Unknown,,1,Medium,,,/Legacy Record=100106/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608348,10/22/1996,10,1996,,,KSFO,SAN FRANCISCO INTL ARPT,37.619,-122.37484,,CA,AWP,,,UAL,UNITED AIRLINES,,2135,B-737-300,148,24,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,90.0,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,"GLANCING BLOW ABOVE THE CAPT. EYEBROW WINDOWS. LOGGED IN LOGBOOK, DISPATCH NOTIFIED PER THE FOM. MX REPORTED NO DAMAGE.",False,False,Unknown,,1,Small,,,/Legacy Record=100107/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608349,5/6/1990,5,1990,,Day,KALB,ALBANY INTL,42.74812,-73.80298,,NY,AEA,,,USA,1US AIRWAYS,,,DC-9,583,90,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,120.0,0.0,Some Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,YL001,European starling,NO DAMAGE KNOWN AT THIS TIME.,False,False,No,,1,Small,,,/Legacy Record=100108/,REDACTED,REDACTED,FAA Form 5200-7,,3/9/1999,False
608350,5/10/1991,5,1991,,Night,KONT,ONTARIO INTL ARPT,34.056,-117.60119,26L,CA,AWP,,,UPS,UPS AIRLINES,N402UP,,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Descent,9000.0,210.0,,No Cloud,None,,,,,,False,True,M?,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,,None,,,J2204,Canada goose,"BASED ON IMPACT RESIDUE, SUSPECT BIRDS WERE GEESE.  BIRDS  BECAME VISIBLE IN LANDING LIGHTS A FRACTION OF SECOND BEFORE  IMPACT.  ONLY ONE IMPACT WAS HEARD/FELT.  STRANGE IMPACT  DAMAGE--SIDE OF FUSELAGE WAS PEELED BACK 1 1/2""X6"" AT JOINT.",False,False,No,2-10,11-100,Large,,,/Legacy Record=100109/,REDACTED,REDACTED,FAA Form 5200-7,,3/19/2001,False
608351,5/19/1990,5,1990,,Day,KMDW,CHICAGO MIDWAY INTL ARPT,41.78598,-87.75242,,IL,AGL,,,MDW,MIDWAY AIRLINES,,,DC-9-30,583,21,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Approach,60.0,140.0,,Some Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,NE1,Gulls,NO DAMAGE,False,False,Yes,2-10,2-10,Medium,,,/Legacy Record=100110/,REDACTED,REDACTED,FAA Form 5200-7,,3/8/1999,False
608353,2/22/1991,2,1991,,Day,KCSG,COLUMBUS ARPT,32.51633,-84.93886,,GA,ASO,,,DAL,DELTA AIR LINES,,,DC-9,583,90,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,,0.0,Overcast,Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,NE1,Gulls,"HIT A FLOCK, ASSUME 2-10. NO DAMAGE REPTD.",False,False,No,,2-10,Medium,,,/Legacy Record=100112/,REDACTED,REDACTED,FAA Form 5200-7,Tower,12/12/1997,False
608356,1/30/1991,1,1991,,Day,KORF,NORFOLK INTL,36.89461,-76.20122,23,VA,AEA,,,USA,1US AIRWAYS,,,DC-9,583,90,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Landing Roll,0.0,130.0,0.0,Some Cloud,None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,None,,,NE1,Gulls,NO DAMAGE/INJURY. FLT 1123. TIME = 1243 LCL.,False,False,No,,2-10,Medium,,,SOURCE = TWO 5200-7 REPTS /Legacy Record=100115/,REDACTED,REDACTED,FAA Form 5200-7,Tower,12/12/1997,False
608357,9/19/1990,9,1990,,Day,KMLI,QUAD CITY ARPT,41.44853,-90.50754,,IL,AGL,,,UNK,UNKNOWN,,,HAWKER-SDLY HS125,443,30,,,A,3.0,B,2.0,5.0,5.0,,,Approach,150.0,130.0,,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,YM1102,American crow,"HIT A FLOCK, ASSUME 2-10. NO DAMAGE.",False,False,No,,2-10,Medium,,,/Legacy Record=100116/,REDACTED,REDACTED,FAA Form 5200-7,,1/8/2002,False
608358,10/26/1990,10,1990,,Day,KHYA,CAPE COD GATEWAY AIRPORT,41.66934,-70.28036,,MA,ANE,,,ACK,NANTUCKET AIRLINES,N282GA,,C-402,226,33,13.0,16.0,A,2.0,A,2.0,4.0,4.0,,,Climb,,,,Overcast,Rain,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,Precautionary Landing,,,NE1,Gulls,"DAMAGE TO THE LAST FOOT OF LEFT WING. LOSS OF REVENUE, AMT UNKN. RETURNED TO LAND W/O INCIDENT. DMG REPTD AS MINOR ON FAA REPT",False,False,Yes,,1,Medium,,,SOURCE = 5200-7 & FAA AIRCRAFT ACCIDENT/INCIDENT REPT (UPDATED 5/5/08 WITH FAA REPT) OPER REPTD AS AIR CAPE ON FAA FORM AND NANTUCKET ON 5200-7 THEY ARE SISTER AIRLINES. /Legacy Record=100117/,REDACTED,REDACTED,Multiple,Pilot,5/5/2008,False
608359,8/8/1990,8,1990,,Day,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,47.52999,-122.30196,31L,WA,ANM,,,BUS,BUSINESS,N67828,,C-152,226,36,7.0,7.0,A,1.0,A,1.0,7.0,,,,Climb,90.0,60.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,None,,,ZT1,Blackbirds,UNKN WHERE BIRD HIT A/C. SMALL BLACK BIRD.,False,False,No,,1,Small,,,OPER = WINGS ALOFT /Legacy Record=100118/,REDACTED,REDACTED,FAA Form 5200-7,,2/10/1999,False
608360,8/7/1990,8,1990,,Day,KCLE,CLEVELAND-HOPKINS INTL ARPT,41.41089,-81.8494,,OH,AGL,,,MDW,MIDWAY AIRLINES,,,DC-9,583,90,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,145.0,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,NO DAMAGE/INJURY. STRUCK BIRD ON ROTATION.,False,False,No,,1,Medium,,,/Legacy Record=100119/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1/19/1999,False
